ZipCode,TduCompany,RepCompany,Plan Name,Price/kWh 500,Price/kWh 1000,Price/kWh 2000,Plan Type,Rate Type,Term Value,Prepaid,Time Of Use,Plan Details,Pricing Details,Renewable Perc,Enroll Phone,Fact Sheet,Terms of Service,YRAC,Ordering Info,New Customer,Min Usage Fees/Credits,Rating
76107,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 36 Choice,0.181,0.172,0.167,1,Fixed,36,False,False,,Cancellation Fee: $395.00,100,(844) 854-2260,https://signup.greenmountain.com/defl/G1F00172600839B.pdf,https://signup.greenmountainenergy.com/files/09017518836757a5.pdf,https://signup.greenmountain.com/files/0901751883592af0.pdf,https://shop.greenmountainenergy.com/texas/home-energy-solutions/products/?tdspCodeCCS=D0002&fromLP=ptc&txtPromocode=WA0TEZ&sid=APTC_1726590650&utm_campaign=PTC&utm_medium=PTC_&utm_source=PowerToChoose,False,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,AE TEXAS,Smart Secure 36,0.149,0.145,0.143,1,Fixed,36,False,False,,Cancellation Fee: $20/month remaining,35,(855) 478-4998,https://enroll.aetexasco.com/EmailHTML/efl.aspx?RateID=1942&BrandID=1&PromoCodeID=114,https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/TOS.pdf,https://enroll.aetexasco.com/App_Assets/EnrollmentFiles/YRAC.pdf,https://enroll.aetexasco.com/Enrollment/Default.aspx?&promoCode=AETXPTC1,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,CleanSky Energy,Embrace Green 12 - New Customer Special,0.134,0.13,0.128,1,Fixed,12,False,False,,Cancellation Fee: $150.00,100,(888) 733-5557,https://rates.titangasandpower.com/Frontend/DownloadDoc?path=713d3819-505d-49df-bfd8-be71a9c6d2c7.html&id_plan=556473,https://rates.cleanskyenergy.com:8443/rates/DownloadDoc?path=39d11e90-f8dc-4862-9460-6bad732461ec.pdf&id_plan=255158,https://rates.titangasandpower.com/Frontend/DownloadDoc?path=9dd4508a-09d9-4c6c-817d-24d53bdae46c.pdf&id_plan=315698,https://signup.cleanskyenergy.com/rates?utility_id=113&promocode=PTCHOOSETX,True,False,5
76107,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Choose 12,0.146,0.142,0.14,1,Fixed,12,False,False,,Cancellation Fee: $100,35,(833) 488-3132,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=PTC&ProductID=148468&type=EFL&title=Electricity+Facts+Label&language=english,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=PTC&ProductID=148473&type=TOS&title=Terms+of+Service,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=PTC&ProductID=148482&type=YRAC&title=Your+Rights+as+a+Customer&language=english,https://www.sparkenergy.com/products-and-services/?PromotionCode=PTC,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,TXU ENERGY,Simple Value 12,0.176,0.162,0.155,1,Fixed,12,False,False,,Cancellation Fee: $150.00,3,(855) 847-6135,https://residential.txu.com/Handlers/PDFGenerator.ashx?comProdId=ONXSIMVL1212BK&lang=en&formType=EnergyFactsLabel&custClass=3&tdsp=ONCOR,https://residential.txu.com/~/media/Files/Marketing/Residential/Other-PDFs/TOSA.pdf,https://residential.txu.com/-/media/Files/Marketing/Residential/Other-PDFs/YRAC,https://www.txu.com/ptc/simplevalue12,True,False,5
76107,ONCOR ELECTRIC DELIVERY COMPANY,BKV Energy,Daisy 15,0.142,0.138,0.136,1,Fixed,15,False,False,,Cancellation Fee: $20/remaining month.,29,(855) 258-4797,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00001178&promo=&term=15,https://enroll.bkvenergy.com/Home/TOS?productId=34657,https://enroll.bkvenergy.com/Home/YRAC?productId=34657,https://enroll.bkvenergy.com/?promo=PTCALL0001,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,BKV Energy,Daisy 12,0.142,0.138,0.136,1,Fixed,12,False,False,,Cancellation Fee: $20/remaining month.,29,(855) 258-4797,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00001189&promo=&term=12,https://enroll.bkvenergy.com/Home/TOS?productId=35010,https://enroll.bkvenergy.com/Home/YRAC?productId=35010,https://enroll.bkvenergy.com/?promo=PTCALL0001,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,Abundance Energy,Straight Forward 6,0.131,0.121,0.117,1,Fixed,6,False,False,,Cancellation Fee: $150.00,25,(833) 495-0127,https://api.quextenergy.onproton.io/enrollment/document?template_bucket=abundance-product-templates&template_file=tx/Straightforward_EFL.docx&rate_id=10036,https://abundance-public-docs.s3.us-west-2.amazonaws.com/tos/abundance_energy_tos_v3_01312024.pdf,https://abundance-public-docs.s3.us-west-2.amazonaws.com/yrac/abundance_energy_yrac_v4_01312024.pdf,https://join.abundanceenergy.com/?promoCode=PTC,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,TRIEAGLE ENERGY LP,Simple Savings 28,0.157,0.152,0.149,1,Fixed,28,False,False,,Cancellation Fee: $20.00 per month left in term,3,(833) 943-2764,https://shopping.trieagleenergy.com/PDFGenerator?formType=EnergyFactsLabel&comProdId=ONXTESMSAVC28AA&tdsp=ONCOR&lang=en&custClass=Residential,https://shopping.trieagleenergy.com/PDFGenerator?formType=TermsOfServiceAgreement&comProdId=ONXTESMSAVC28AA&tdsp=ONCOR&lang=en&custClass=Residential,https://shopping.trieagleenergy.com/PDFGenerator?formType=YourRightsAsCustomer&comProdId=ONXTESMSAVC28AA&tdsp=ONCOR&lang=en&custClass=Residential,https://www.trieagleenergy.com/PTC,False,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Autopay Texas 36,0.178,0.169,0.164,1,Fixed,36,False,False,,Cancellation Fee: $295.00,24,(833) 894-5580,https://documents.directenergy.com/dynamic/efl/D1F00160133867C.pdf,https://documents.directenergy.com/dynamic/dms/0901751883545e9b.pdf?latest=1,https://documents.directenergy.com/dynamic/dms/090175188358df5c.pdf?latest=1,https://shop.directenergy.com/tx/product-chart-tabs?tdspCode=D0002&promo_code=WHPGCD&sid=APTC_1726591058&utm_campaign=PTC&utm_medium=PTC_&utm_source=PowerToChoose,True,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,Discount Power,Saver 12,0.158,0.153,0.151,1,Fixed,12,False,False,,Cancellation Fee: $150.00,24,(855) 265-9153,https://www.discountpowertx.com/defl/M1F00175410931B.pdf,https://www.discountpowertx.com/files/0901751883681d09.pdf,https://www.discountpowertx.com/files/0901751883594fa5.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0002&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,CHAMPION ENERGY SERVICES LLC,Champ Saver-24,0.16,0.156,0.154,1,Fixed,24,False,False,,Cancellation Fee: $250.00,26,(877) 653-5090,https://docs.championenergyservices.com/ExternalDocs?planname=PN2407&state=TX&language=EN,https://champion-cdn-a8c0crgta3hkfpa3.a02.azurefd.net/assets/pdfs/CES-TX-TOS-062424.pdf,https://champion-cdn-a8c0crgta3hkfpa3.a02.azurefd.net/assets/pdfs/YRAC_103023.pdf,https://www.championenergyservices.com/Residential/Sign-Up?promo=powertochoose,False,False,5
76107,ONCOR ELECTRIC DELIVERY COMPANY,AMIGO ENERGY,Basics PTC - 36,0.163,0.159,0.157,1,Fixed,36,False,False,,Cancellation Fee: $175.00,31,(866) 327-0839,https://webs.amigoenergy.com/Generate_Docs/Generate_EflLinks.aspx?RID=BfnIuuEZljQ=&RCID=rv5fvOkFHh4=&L=6f+Ch9flI7k=,https://webs.amigoenergy.com/Generate_Docs/TosyracLink.aspx?RID=BfnIuuEZljQ=&RCID=rv5fvOkFHh4=&L=6f+Ch9flI7k=,https://webs.amigoenergy.com/TOSYRAC/RES_YRAC_ENG.pdf,https://amigoenergy.com/lp/ptc/?utm_source=powertochoose&utm_medium=referral&utm_campaign=LT,True,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,TRUE POWER,True Value 28,0.156,0.152,0.15,1,Fixed,28,False,False,,Cancellation Fee: $300.00,15,(888) 642-8783,https://truepowerefl.com/eflportal/efl/view/ONCOR/816,https://www.truepower.com/wp-content/uploads/2021/04/TC_MM_TX_TOS_EN.docx,https://www.truepower.com/wp-content/uploads/TC_MM_TX_YRAC_EN_ES.docx,https://truepower.com/partner/ptc/,True,False,1
76107,ONCOR ELECTRIC DELIVERY COMPANY,SPARK ENERGY LLC,Choose 6,0.127,0.123,0.121,1,Fixed,6,False,False,,Cancellation Fee: $100,35,(833) 488-3132,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=PTC&ProductID=150856&type=EFL&title=Electricity+Facts+Label&language=english,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=PTC&ProductID=150856&type=TOS&title=Terms+of+Service,https://www.sparkenergy.com/products-and-services/?getproductpdf=1&PromotionCode=&ProductID=150856&type=YRAC&title=Your+Rights+as+a+Customer&language=english,https://www.sparkenergy.com/products-and-services/?PromotionCode=PTC,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,FRONTIER UTILITIES,Frontier Power Saver 12,0.135,0.131,0.129,1,Fixed,12,False,False,,Cancellation Fee: $150.00,30,(877) 261-1024,https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=FPOWSVR12&tdspcode=ONCOR_ELEC,https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=TOS,https://eflviewer.frontierutilities.com/eflviewer.aspx?lang=EN&prodcode=YRAC,https://newenroll.frontierutilities.com/?refid=PTCFPS12&ul=1000&tdsp=ONCOR_ELEC,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,Budget Power,No Gimmicks 12,0.132,0.127,0.125,1,Fixed,12,False,False,,Cancellation Fee: $100.00,35,(888) 699-0747,https://signup.budgetpowertx.com/Home/EFL?productId=33632&Promo=,https://signup.budgetpowertx.com/Home/TOS?productId=33632,https://signup.budgetpowertx.com/Home/YRAC?productId=33632,https://signup.budgetpowertx.com/Home/index?ProductCode=RN12000005&Promo=PTC,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,BKV Energy,Daisy 5,0.122,0.118,0.116,1,Fixed,5,False,False,,Cancellation Fee: $20/remaining month.,29,(855) 258-4797,https://enroll.bkvenergy.com/Home/EFL?productCode=RN00085563&promo=&term=5,https://enroll.bkvenergy.com/Home/TOS?productId=124917,https://enroll.bkvenergy.com/Home/YRAC?productId=124917,https://enroll.bkvenergy.com/?promo=PTCALL0001,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,JUST ENERGY,Sustainable Living Bundle - 3,0.119,0.11,0.106,1,Fixed,3,False,False,,Cancellation Fee: $175.00,31,(866) 327-0821,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=M+o7fT9Oo/s=&RCID=gNASPlhlupI=&L=6f+Ch9flI7k=,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=M+o7fT9Oo/s=&RCID=gNASPlhlupI=&L=6f+Ch9flI7k=,https://webs.justenergydeals.com/TOSYRAC/TX/RES_YRAC_ENG_JE.pdf,https://justenergy.com/affiliatepartner/ptcsl/?utm_source=powertochoose&utm_medium=referral&utm_campaign=ST,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,RHYTHM,Digital Choice 12,0.14,0.14,0.141,1,Fixed,12,False,False,,Cancellation Fee: $20 / remaining month,100,(877) 649-0441,https://api.gotrhythm.com/api/pricing/offers/latest-offers-efl/16245/?locale=en,https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf,https://cdn.gotrhythm.com/RhythmYRAC_en.pdf,https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=oncor&utm_medium=state-shopping&utm_term=DC12,False,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,Discount Power,Saver 6,0.145,0.141,0.138,1,Fixed,6,False,False,,Cancellation Fee: $150.00,24,(855) 265-9153,https://www.discountpowertx.com/defl/M1F00172947532A.pdf,https://www.discountpowertx.com/files/0901751883681d09.pdf,https://www.discountpowertx.com/files/0901751883594fa5.pdf,https://shop.discountpowertx.com/offer-selection/?txtPromocode=WQ4131&tdspCode=D0002&fromLP=ptc&sid=APTC_1686090020&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,DIRECT ENERGY,Autopay Texas 18,0.184,0.175,0.17,1,Fixed,18,False,False,,Cancellation Fee: $180.00,24,(833) 894-5580,https://documents.directenergy.com/dynamic/efl/D1F00160133878C.pdf,https://documents.directenergy.com/dynamic/dms/0901751883545e9b.pdf?latest=1,https://documents.directenergy.com/dynamic/dms/090175188358df5c.pdf?latest=1,https://shop.directenergy.com/tx/product-chart-tabs?tdspCode=D0002&promo_code=WHPGCD&sid=APTC_1726591058&utm_campaign=PTC&utm_medium=PTC_&utm_source=PowerToChoose,True,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,Budget Power,No Gimmicks Green 12,0.133,0.128,0.126,1,Fixed,12,False,False,,Cancellation Fee: $175.00,100,(888) 699-0747,https://signup.budgetpowertx.com/Home/EFL?productId=33634&Promo=,https://signup.budgetpowertx.com/Home/TOS?productId=33634,https://signup.budgetpowertx.com/Home/YRAC?productId=33634,https://signup.budgetpowertx.com/Home/index?ProductCode=RN12000484&Promo=PTC,True,False,2
76107,ONCOR ELECTRIC DELIVERY COMPANY,REVOLUTION ENERGY LLC,Stars and Stripes 36,0.152,0.144,0.14,1,Fixed,36,False,False,,Cancellation Fee: $375.00,26,(888) 374-1776,https://e966f83b313c3b45ede3-64a631b37f7b69cdf842d11bca52af9c.ssl.cf5.rackcdn.com//202601/EFL-20260107-155000-ONCORD-Stars and Stripes 36 (English).pdf,https://3738aa9406f947fbf588-fef99a859c0606e900b297be46ec6ca9.ssl.cf5.rackcdn.com/Base/TOS-Base-20220601-000000-English%20(Resi%20+%20Sm%20Comm).pdf,https://def75beca229ccab6443-f01fe966d1b101aea30e2f18547da693.ssl.cf5.rackcdn.com/misc/RAC-20221201-000000-English%20(Resi%20+%20Sm%20Comm).pdf,https://www.joinarevolution.com/signup/signup-step1/?id=329233&promotion=NONE&valid=N&referral=&landingpage=ptc,True,False,1
76107,ONCOR ELECTRIC DELIVERY COMPANY,Texans Choice Power LLC,Choose 4,0.114,0.11,0.108,1,Fixed,4,False,False,,Cancellation Fee: $100,35,(833) 488-6328,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153870&type=EFL&title=153870_EFL&language=english,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153870&type=TOS&title=153870_TOS,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&ProductID=153870&type=YRAC&title=Your%20Rights%20As%20A%20Customer&promocode=&language=english,https://signup.texanschoicepower.com/?PromoCode=PTC,True,False,-1
76107,ONCOR ELECTRIC DELIVERY COMPANY,CIRRO ENERGY,Smart Simple 12,0.159,0.154,0.152,1,Fixed,12,False,False,,Cancellation Fee: $150.00,24,(844) 417-7180,https://www.cirroenergy.com/defl/M1F00175410779B.pdf,https://www.cirroenergy.com/files/09017518836818ee.pdf,https://www.cirroenergy.com/files/0901751883594fa4.pdf,https://www.cirroenergy.com/lp/ptcZipCodeSearch?tdsp_code=D0002&promo_code=WA198B&txtPromocode=WA198B&fromLP=ptc&sid=APTC_1685677096&utm_campaign=Power+To+Choose+Listings&utm_medium=PTC_&utm_source=None,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,Think Energy,Think Simple 5,0.137,0.128,0.123,1,Fixed,5,False,False,,Cancellation Fee: $200.00,25,(833) 669-3080,https://api.thinkenergy.onproton.io/enrollment/get_latest_document?lang=en&product_code=tx.thinksimple.noap.fixed&tdsp_id=3&doc_type=EFL&term=5&promo_code=default,https://think-docs.s3.us-east-1.amazonaws.com/TOS/2024.11.08/Think+Energy+RESI+TOS_V20241108_EN(US).pdf,https://think-docs.s3.amazonaws.com/YRAC/20240130/Think+Energy+RESI+YRAC+20240130_EN(US).pdf,https://www.thinkenergy.com/?utm_source=rateboard&utm_medium=referral&utm_campaign=texas,True,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,GEXA ENERGY,Gexa Eco Choice Plus 12,0.141,0.132,0.128,1,Fixed,12,False,False,,Cancellation Fee: $150.00,100,(866) 329-4392,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=GXAECOCHIPLS12&tdspcode=ONCOR_ELEC,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS,https://eflviewer.gexaenergy.com/eflviewer.aspx?lang=EN&prodcode=YRAC,https://newenroll.gexaenergy.com/?refid=PTC_EcoChoicePls12&ul=1000&tdsp=ONCOR_ELEC,True,False,4
76107,ONCOR ELECTRIC DELIVERY COMPANY,Octopus Energy LLC,Octo Simple 6,0.134,0.13,0.127,1,Fixed,6,False,False,,Cancellation Fee: $250.00,100,(833) 628-6888,https://octopusenergy.com/efl?id=505&service-provider=ONCOR&load-zone=LZ_NORTH&lang=en,https://assets.octopusenergy.com/x/c67e66d0f8/tos-en.pdf?_gl=1*1ehdgqk*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1NzExLjM1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..,https://assets.octopusenergy.com/x/5926b3a49f/yrac-en.pdf?_gl=1*8l3n7k*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1ODMyLjI1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..,https://octopusenergy.com/affiliate/ptc,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,RHYTHM,Digital Choice 36,0.149,0.149,0.15,1,Fixed,36,False,False,,Cancellation Fee: $20 / remaining month,100,(877) 649-0441,https://api.energytexas.com/api/pricing/offers/latest-offers-efl/18912/?locale=en,https://cdn.gotrhythm.com/rhythm-tos-en-version-8.pdf,https://cdn.gotrhythm.com/RhythmYRAC_en.pdf,https://gotrhythm.com/?rcid=power-to-choose&utm_source=powertochoose&utm_campaign=oncor&utm_medium=state-shopping&utm_term=DC36,False,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY,Essential Infusion 24,0.148,0.141,0.138,1,Fixed,24,False,False,,Cancellation Fee: $300.00,26,(844) 463-8732,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202601/EFL-20260107-144900-ONCORD-Essential Infusion 24 (English).pdf,http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS%20-%20Infuse%20Energy%20(ENG)%20(Resi%20+%20Sm%20Comm)%20(NOV2021).pdf,http://2082f247f0b6ad0efff8-055e3e7ce6867338be787e3e1fe912d6.r54.cf5.rackcdn.com/misc/RAC-20231024-000000-English%20(Resi%20%2B%20Sm%20Comm).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=1623006&promotion=NONE&valid=N&referral=&landingpage=ptc,True,False,1
76107,ONCOR ELECTRIC DELIVERY COMPANY,Octopus Energy,Octo Simple 18 ,0.132,0.127,0.125,1,Fixed,18,False,False,,Cancellation Fee: $200.00,100,(833) 628-6888,http://octopusenergy.com/efl?id=538&service-provider=ONCOR&load-zone=LZ_NORTH&lang=en,https://assets.octopusenergy.com/x/c67e66d0f8/tos-en.pdf?_gl=1*1ehdgqk*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1NzExLjM1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..,https://assets.octopusenergy.com/x/5926b3a49f/yrac-en.pdf?_gl=1*8l3n7k*_ga*MjAyNjI3Mjk3LjE2Nzc3NzQ5OTU.*_ga_WCMLHQ73G5*MTcwNDI0NTIzMi44NzUuMS4xNzA0MjQ1ODMyLjI1LjAuMA..*_gcl_au*MTUzNzY2MDk5LjE3MDExMDcyMzYuMTI0MzAxNDA0LjE3MDI1OTQ0MDEuMTcwMjU5NDQwMA..,https://octopusenergy.com/affiliate/ptc,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,Companion Energy,Companion + Perks 12,0.134,0.13,0.128,1,Fixed,12,False,False,,Cancellation Fee: $150.00,30,(833) 401-4511,https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=CEPERK12&tdspcode=ONCOR_ELEC,https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=TOS,https://eflviewer.companionenergy.com/eflviewer.aspx?lang=EN&prodcode=YRAC,https://newenroll.companionenergy.com/?refid=PTCPERKS12&ul=1000&tdsp=ONCOR_ELEC&utm_source=power_to_choose&utm_medium=referral&utm_campaign=PTC-PTCPERKS12&utm_content=ONCOR_ELEC&utm_term=additional_info,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,Texans Choice Power LLC,Choose 12,0.143,0.139,0.137,1,Fixed,12,False,False,,Cancellation Fee: $100,35,(833) 488-6328,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153808&type=EFL&title=153808_EFL&language=english,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&productid=153808&type=TOS&title=153808_TOS,https://signup.texanschoicepower.com/getdocument/?getproductpdf=1&ProductID=153808&type=YRAC&title=Your%20Rights%20As%20A%20Customer&promocode=&language=english,https://signup.texanschoicepower.com/?PromoCode=PTC,True,False,-1
76107,ONCOR ELECTRIC DELIVERY COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 12 Choice,0.181,0.172,0.167,1,Fixed,12,False,False,,Cancellation Fee: $150.00,100,(844) 854-2260,https://signup.greenmountain.com/defl/G1F00172600847B.pdf,https://signup.greenmountainenergy.com/files/09017518836757a5.pdf,https://signup.greenmountain.com/files/0901751883592af0.pdf,https://shop.greenmountainenergy.com/texas/home-energy-solutions/products/?tdspCodeCCS=D0002&fromLP=ptc&txtPromocode=WA0TEZ&sid=APTC_1726590650&utm_campaign=PTC&utm_medium=PTC_&utm_source=PowerToChoose,True,False,3
76107,ONCOR ELECTRIC DELIVERY COMPANY,HERITAGE POWER LLC,Bright Start 4 - $25 credit on your first bill!,0.129,0.125,0.123,1,Fixed,4,False,False,,Cancellation Fee: $75.00,25,(888) 551-0373,https://signup.heritagepower.com/Home/EFl?productId=6168,https://signup.heritagepower.com/Home/TOS?productId=6168,https://signup.heritagepower.com/Home/YRAC?productId=6168,https://signup.heritagepower.com/Home/index?ProductCode=RN04000001&Promo=PTC,True,False,5
